index,name,type,details,parent_id,parent_name,r_type,default,necessary
1839,source,"Element, default: null",The object from which to copy the properties.,574,ee.ImageCollection.copyProperties,ImageCollection,,0
1840,properties,"List, default: null","The properties to copy.  If omitted, all ordinary (i.e. non-system) properties are copied.",574,ee.ImageCollection.copyProperties,List,,0
1841,exclude,"List, default: null",The list of properties to exclude when copying all properties. Must not be specified if properties is.,574,ee.ImageCollection.copyProperties,List,,0
1842,geometry,Geometry,The result is the grid cells that intersect with this region.,575,ee.Geometry.BBox.coveringGrid,Geometry,,1
1843,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",575,ee.Geometry.BBox.coveringGrid,Projection,,1
1844,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",575,ee.Geometry.BBox.coveringGrid,Float,,0
1845,geometry,Geometry,The result is the grid cells that intersect with this region.,576,ee.Geometry.LineString.coveringGrid,Geometry,,1
1846,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",576,ee.Geometry.LineString.coveringGrid,Projection,,1
1847,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",576,ee.Geometry.LineString.coveringGrid,Float,,0
1848,geometry,Geometry,The result is the grid cells that intersect with this region.,577,ee.Geometry.LinearRing.coveringGrid,Geometry,,1
1849,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",577,ee.Geometry.LinearRing.coveringGrid,Projection,,1
1850,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",577,ee.Geometry.LinearRing.coveringGrid,Float,,0
1851,geometry,Geometry,The result is the grid cells that intersect with this region.,578,ee.Geometry.MultiLineString.coveringGrid,Geometry,,1
1852,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",578,ee.Geometry.MultiLineString.coveringGrid,Projection,,1
1853,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",578,ee.Geometry.MultiLineString.coveringGrid,Float,,0
1854,geometry,Geometry,The result is the grid cells that intersect with this region.,579,ee.Geometry.MultiPoint.coveringGrid,Geometry,,1
1855,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",579,ee.Geometry.MultiPoint.coveringGrid,Projection,,1
1856,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",579,ee.Geometry.MultiPoint.coveringGrid,Float,,0
1857,geometry,Geometry,The result is the grid cells that intersect with this region.,580,ee.Geometry.MultiPolygon.coveringGrid,Geometry,,1
1858,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",580,ee.Geometry.MultiPolygon.coveringGrid,Projection,,1
1859,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",580,ee.Geometry.MultiPolygon.coveringGrid,Float,,0
1860,geometry,Geometry,The result is the grid cells that intersect with this region.,581,ee.Geometry.Point.coveringGrid,Geometry,,1
1861,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",581,ee.Geometry.Point.coveringGrid,Projection,,1
1862,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",581,ee.Geometry.Point.coveringGrid,Float,,0
1863,geometry,Geometry,The result is the grid cells that intersect with this region.,582,ee.Geometry.Polygon.coveringGrid,Geometry,,1
1864,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",582,ee.Geometry.Polygon.coveringGrid,Projection,,1
1865,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",582,ee.Geometry.Polygon.coveringGrid,Float,,0
1866,geometry,Geometry,The result is the grid cells that intersect with this region.,583,ee.Geometry.Rectangle.coveringGrid,Geometry,,1
1867,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",583,ee.Geometry.Rectangle.coveringGrid,Projection,,1
1868,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",583,ee.Geometry.Rectangle.coveringGrid,Float,,0
1869,geometry,Geometry,The result is the grid cells that intersect with this region.,584,ee.Geometry.coveringGrid,Geometry,,1
1870,proj,Projection,"The projection in which to construct the grid.  A feature is generated for each grid cell that intersects 'geometry', where cell corners are at integer-valued positions in the projection.  If the projection is scaled in meters, the points will be on a grid of that size at the point of true scale.",584,ee.Geometry.coveringGrid,Projection,,1
1871,scale,"Float, default: null","Overrides the scale of the projection, if provided.  May be required if the projection isn't already scaled.",584,ee.Geometry.coveringGrid,Float,,0
1872,feature,Element,Cuts the lines of this feature's default geometry.,585,ee.Feature.cutLines,Feature,,1
1873,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",585,ee.Feature.cutLines,List,,1
1874,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,585,ee.Feature.cutLines,ErrorMargin,,0
1875,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",585,ee.Feature.cutLines,Projection,,0
1876,geometry,Geometry,Cuts the lines of this geometry.,586,ee.Geometry.BBox.cutLines,Geometry,,1
1877,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",586,ee.Geometry.BBox.cutLines,List,,1
1878,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,586,ee.Geometry.BBox.cutLines,ErrorMargin,,0
1879,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",586,ee.Geometry.BBox.cutLines,Projection,,0
1880,geometry,Geometry,Cuts the lines of this geometry.,587,ee.Geometry.LineString.cutLines,Geometry,,1
1881,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",587,ee.Geometry.LineString.cutLines,List,,1
1882,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,587,ee.Geometry.LineString.cutLines,ErrorMargin,,0
1883,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",587,ee.Geometry.LineString.cutLines,Projection,,0
1884,geometry,Geometry,Cuts the lines of this geometry.,588,ee.Geometry.LinearRing.cutLines,Geometry,,1
1885,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",588,ee.Geometry.LinearRing.cutLines,List,,1
1886,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,588,ee.Geometry.LinearRing.cutLines,ErrorMargin,,0
1887,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",588,ee.Geometry.LinearRing.cutLines,Projection,,0
1888,geometry,Geometry,Cuts the lines of this geometry.,589,ee.Geometry.MultiLineString.cutLines,Geometry,,1
1889,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",589,ee.Geometry.MultiLineString.cutLines,List,,1
1890,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,589,ee.Geometry.MultiLineString.cutLines,ErrorMargin,,0
1891,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",589,ee.Geometry.MultiLineString.cutLines,Projection,,0
1892,geometry,Geometry,Cuts the lines of this geometry.,590,ee.Geometry.MultiPoint.cutLines,Geometry,,1
1893,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",590,ee.Geometry.MultiPoint.cutLines,List,,1
1894,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,590,ee.Geometry.MultiPoint.cutLines,ErrorMargin,,0
1895,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",590,ee.Geometry.MultiPoint.cutLines,Projection,,0
1896,geometry,Geometry,Cuts the lines of this geometry.,591,ee.Geometry.MultiPolygon.cutLines,Geometry,,1
1897,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",591,ee.Geometry.MultiPolygon.cutLines,List,,1
1898,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,591,ee.Geometry.MultiPolygon.cutLines,ErrorMargin,,0
1899,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",591,ee.Geometry.MultiPolygon.cutLines,Projection,,0
1900,geometry,Geometry,Cuts the lines of this geometry.,592,ee.Geometry.Point.cutLines,Geometry,,1
1901,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",592,ee.Geometry.Point.cutLines,List,,1
1902,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,592,ee.Geometry.Point.cutLines,ErrorMargin,,0
1903,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",592,ee.Geometry.Point.cutLines,Projection,,0
1904,geometry,Geometry,Cuts the lines of this geometry.,593,ee.Geometry.Polygon.cutLines,Geometry,,1
1905,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",593,ee.Geometry.Polygon.cutLines,List,,1
1906,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,593,ee.Geometry.Polygon.cutLines,ErrorMargin,,0
1907,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",593,ee.Geometry.Polygon.cutLines,Projection,,0
1908,geometry,Geometry,Cuts the lines of this geometry.,594,ee.Geometry.Rectangle.cutLines,Geometry,,1
1909,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",594,ee.Geometry.Rectangle.cutLines,List,,1
1910,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,594,ee.Geometry.Rectangle.cutLines,ErrorMargin,,0
1911,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",594,ee.Geometry.Rectangle.cutLines,Projection,,0
1912,geometry,Geometry,Cuts the lines of this geometry.,595,ee.Geometry.cutLines,Geometry,,1
1913,distances,List,"Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.",595,ee.Geometry.cutLines,List,,1
1914,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,595,ee.Geometry.cutLines,ErrorMargin,,0
1915,proj,"Projection, default: null","Projection of the result and distance measurements, or WGS84 if unspecified.",595,ee.Geometry.cutLines,Projection,,0
1916,left,Element,The feature containing the geometry used as the left operand of the operation.,596,ee.Feature.disjoint,Feature,,1
1917,right,Element,The feature containing the geometry used as the right operand of the operation.,596,ee.Feature.disjoint,Feature,,1
1918,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,596,ee.Feature.disjoint,ErrorMargin,,0
1919,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",596,ee.Feature.disjoint,Projection,,0
1920,left,Geometry,The geometry used as the left operand of the operation.,597,ee.Geometry.BBox.disjoint,Geometry,,1
1921,right,Geometry,The geometry used as the right operand of the operation.,597,ee.Geometry.BBox.disjoint,Geometry,,1
1922,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,597,ee.Geometry.BBox.disjoint,ErrorMargin,,0
1923,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",597,ee.Geometry.BBox.disjoint,Projection,,0
1924,left,Geometry,The geometry used as the left operand of the operation.,598,ee.Geometry.LineString.disjoint,Geometry,,1
1925,right,Geometry,The geometry used as the right operand of the operation.,598,ee.Geometry.LineString.disjoint,Geometry,,1
1926,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,598,ee.Geometry.LineString.disjoint,ErrorMargin,,0
1927,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",598,ee.Geometry.LineString.disjoint,Projection,,0
1928,left,Geometry,The geometry used as the left operand of the operation.,599,ee.Geometry.LinearRing.disjoint,Geometry,,1
1929,right,Geometry,The geometry used as the right operand of the operation.,599,ee.Geometry.LinearRing.disjoint,Geometry,,1
1930,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,599,ee.Geometry.LinearRing.disjoint,ErrorMargin,,0
1931,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",599,ee.Geometry.LinearRing.disjoint,Projection,,0
1932,left,Geometry,The geometry used as the left operand of the operation.,600,ee.Geometry.MultiLineString.disjoint,Geometry,,1
1933,right,Geometry,The geometry used as the right operand of the operation.,600,ee.Geometry.MultiLineString.disjoint,Geometry,,1
1934,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,600,ee.Geometry.MultiLineString.disjoint,ErrorMargin,,0
1935,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",600,ee.Geometry.MultiLineString.disjoint,Projection,,0
1936,left,Geometry,The geometry used as the left operand of the operation.,601,ee.Geometry.MultiPoint.disjoint,Geometry,,1
1937,right,Geometry,The geometry used as the right operand of the operation.,601,ee.Geometry.MultiPoint.disjoint,Geometry,,1
1938,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,601,ee.Geometry.MultiPoint.disjoint,ErrorMargin,,0
1939,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",601,ee.Geometry.MultiPoint.disjoint,Projection,,0
1940,left,Geometry,The geometry used as the left operand of the operation.,602,ee.Geometry.MultiPolygon.disjoint,Geometry,,1
1941,right,Geometry,The geometry used as the right operand of the operation.,602,ee.Geometry.MultiPolygon.disjoint,Geometry,,1
1942,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,602,ee.Geometry.MultiPolygon.disjoint,ErrorMargin,,0
1943,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",602,ee.Geometry.MultiPolygon.disjoint,Projection,,0
1944,left,Geometry,The geometry used as the left operand of the operation.,603,ee.Geometry.Point.disjoint,Geometry,,1
1945,right,Geometry,The geometry used as the right operand of the operation.,603,ee.Geometry.Point.disjoint,Geometry,,1
1946,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,603,ee.Geometry.Point.disjoint,ErrorMargin,,0
1947,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",603,ee.Geometry.Point.disjoint,Projection,,0
1948,left,Geometry,The geometry used as the left operand of the operation.,604,ee.Geometry.Polygon.disjoint,Geometry,,1
1949,right,Geometry,The geometry used as the right operand of the operation.,604,ee.Geometry.Polygon.disjoint,Geometry,,1
1950,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,604,ee.Geometry.Polygon.disjoint,ErrorMargin,,0
1951,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",604,ee.Geometry.Polygon.disjoint,Projection,,0
1952,left,Geometry,The geometry used as the left operand of the operation.,605,ee.Geometry.Rectangle.disjoint,Geometry,,1
1953,right,Geometry,The geometry used as the right operand of the operation.,605,ee.Geometry.Rectangle.disjoint,Geometry,,1
1954,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,605,ee.Geometry.Rectangle.disjoint,ErrorMargin,,0
1955,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",605,ee.Geometry.Rectangle.disjoint,Projection,,0
1956,left,Geometry,The geometry used as the left operand of the operation.,606,ee.Geometry.disjoint,Geometry,,1
1957,right,Geometry,The geometry used as the right operand of the operation.,606,ee.Geometry.disjoint,Geometry,,1
1958,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,606,ee.Geometry.disjoint,ErrorMargin,,0
1959,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",606,ee.Geometry.disjoint,Projection,,0
1960,feature,Element,The feature the geometry of which is being unioned.,607,ee.Feature.dissolve,Feature,,1
1961,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,607,ee.Feature.dissolve,ErrorMargin,,0
1962,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",607,ee.Feature.dissolve,Projection,,0
1963,geometry,Geometry,The geometry to union.,608,ee.Geometry.BBox.dissolve,Geometry,,1
1964,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,608,ee.Geometry.BBox.dissolve,ErrorMargin,,0
1965,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",608,ee.Geometry.BBox.dissolve,Projection,,0
1966,geometry,Geometry,The geometry to union.,609,ee.Geometry.LineString.dissolve,Geometry,,1
1967,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,609,ee.Geometry.LineString.dissolve,ErrorMargin,,0
1968,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",609,ee.Geometry.LineString.dissolve,Projection,,0
1969,geometry,Geometry,The geometry to union.,610,ee.Geometry.LinearRing.dissolve,Geometry,,1
1970,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,610,ee.Geometry.LinearRing.dissolve,ErrorMargin,,0
1971,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",610,ee.Geometry.LinearRing.dissolve,Projection,,0
1972,geometry,Geometry,The geometry to union.,611,ee.Geometry.MultiLineString.dissolve,Geometry,,1
1973,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,611,ee.Geometry.MultiLineString.dissolve,ErrorMargin,,0
1974,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",611,ee.Geometry.MultiLineString.dissolve,Projection,,0
1975,geometry,Geometry,The geometry to union.,612,ee.Geometry.MultiPoint.dissolve,Geometry,,1
1976,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,612,ee.Geometry.MultiPoint.dissolve,ErrorMargin,,0
1977,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",612,ee.Geometry.MultiPoint.dissolve,Projection,,0
1978,geometry,Geometry,The geometry to union.,613,ee.Geometry.MultiPolygon.dissolve,Geometry,,1
1979,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,613,ee.Geometry.MultiPolygon.dissolve,ErrorMargin,,0
1980,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",613,ee.Geometry.MultiPolygon.dissolve,Projection,,0
1981,geometry,Geometry,The geometry to union.,614,ee.Geometry.Point.dissolve,Geometry,,1
1982,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,614,ee.Geometry.Point.dissolve,ErrorMargin,,0
1983,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",614,ee.Geometry.Point.dissolve,Projection,,0
1984,geometry,Geometry,The geometry to union.,615,ee.Geometry.Polygon.dissolve,Geometry,,1
1985,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,615,ee.Geometry.Polygon.dissolve,ErrorMargin,,0
1986,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",615,ee.Geometry.Polygon.dissolve,Projection,,0
1987,geometry,Geometry,The geometry to union.,616,ee.Geometry.Rectangle.dissolve,Geometry,,1
1988,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,616,ee.Geometry.Rectangle.dissolve,ErrorMargin,,0
1989,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",616,ee.Geometry.Rectangle.dissolve,Projection,,0
1990,geometry,Geometry,The geometry to union.,617,ee.Geometry.dissolve,Geometry,,1
1991,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,617,ee.Geometry.dissolve,ErrorMargin,,0
1992,proj,"Projection, default: null","If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.",617,ee.Geometry.dissolve,Projection,,0
1993,collection,FeatureCollection,The collection to draw.,618,ee.FeatureCollection.draw,FeatureCollection,,1
1994,color,String,A hex string in the format RRGGBB specifying the color to use for drawing the features.,618,ee.FeatureCollection.draw,String,,1
1995,pointRadius,"Integer, default: 3",The radius in pixels of the point markers.,618,ee.FeatureCollection.draw,Integer,3,0
1996,strokeWidth,"Integer, default: 2",The width in pixels of lines and polygon borders.,618,ee.FeatureCollection.draw,Integer,2,0
1997,collection,ImageCollection,The collection to draw.,619,ee.ImageCollection.draw,ImageCollection,,1
1998,color,String,A hex string in the format RRGGBB specifying the color to use for drawing the features.,619,ee.ImageCollection.draw,String,,1
1999,pointRadius,"Integer, default: 3",The radius in pixels of the point markers.,619,ee.ImageCollection.draw,Integer,3,0
2000,strokeWidth,"Integer, default: 2",The width in pixels of lines and polygon borders.,619,ee.ImageCollection.draw,Integer,2,0
2001,geometry,Geometry,,620,ee.Geometry.BBox.edgesAreGeodesics,Geometry,,1
2002,geometry,Geometry,,621,ee.Geometry.LineString.edgesAreGeodesics,Geometry,,1
2003,geometry,Geometry,,622,ee.Geometry.LinearRing.edgesAreGeodesics,Geometry,,1
2004,geometry,Geometry,,623,ee.Geometry.MultiLineString.edgesAreGeodesics,Geometry,,1
2005,geometry,Geometry,,624,ee.Geometry.MultiPoint.edgesAreGeodesics,Geometry,,1
2006,geometry,Geometry,,625,ee.Geometry.MultiPolygon.edgesAreGeodesics,Geometry,,1
2007,geometry,Geometry,,626,ee.Geometry.Point.edgesAreGeodesics,Geometry,,1
2008,geometry,Geometry,,627,ee.Geometry.Polygon.edgesAreGeodesics,Geometry,,1
2009,geometry,Geometry,,628,ee.Geometry.Rectangle.edgesAreGeodesics,Geometry,,1
2010,geometry,Geometry,,629,ee.Geometry.edgesAreGeodesics,Geometry,,1
2011,collection,FeatureCollection,The input collection.,630,ee.FeatureCollection.errorMatrix,FeatureCollection,,1
2012,actual,String,The name of the property containing the actual value.,630,ee.FeatureCollection.errorMatrix,String,,1
2013,predicted,String,The name of the property containing the predicted value.,630,ee.FeatureCollection.errorMatrix,String,,1
2014,order,"List, default: null","A list of the expected values.  If this argument is not specified, the values are assumed to be contiguous and span the range 0 to maxValue. If specified, only values matching this list are used, and the matrix will have dimensions and order matching the this list.",630,ee.FeatureCollection.errorMatrix,List,,0
2015,collection,FeatureCollection,The input collection.,631,ee.ImageCollection.errorMatrix,ImageCollection,,1
2016,actual,String,The name of the property containing the actual value.,631,ee.ImageCollection.errorMatrix,String,,1
2017,predicted,String,The name of the property containing the predicted value.,631,ee.ImageCollection.errorMatrix,String,,1
2018,order,"List, default: null","A list of the expected values.  If this argument is not specified, the values are assumed to be contiguous and span the range 0 to maxValue. If specified, only values matching this list are used, and the matrix will have dimensions and order matching the this list.",631,ee.ImageCollection.errorMatrix,List,,0
2019,geometry,Geometry,,632,ee.Geometry.BBox.geodesic,Geometry,,1
2020,geometry,Geometry,,633,ee.Geometry.LineString.geodesic,Geometry,,1
2021,geometry,Geometry,,634,ee.Geometry.LinearRing.geodesic,Geometry,,1
2022,geometry,Geometry,,635,ee.Geometry.MultiLineString.geodesic,Geometry,,1
2023,geometry,Geometry,,636,ee.Geometry.MultiPoint.geodesic,Geometry,,1
2024,geometry,Geometry,,637,ee.Geometry.MultiPolygon.geodesic,Geometry,,1
2025,geometry,Geometry,,638,ee.Geometry.Point.geodesic,Geometry,,1
2026,geometry,Geometry,,639,ee.Geometry.Polygon.geodesic,Geometry,,1
2027,geometry,Geometry,,640,ee.Geometry.Rectangle.geodesic,Geometry,,1
2028,geometry,Geometry,,641,ee.Geometry.geodesic,Geometry,,1
2029,geometry,Geometry,,642,ee.Geometry.BBox.geometries,Geometry,,1
2030,geometry,Geometry,,643,ee.Geometry.LineString.geometries,Geometry,,1
2031,geometry,Geometry,,644,ee.Geometry.LinearRing.geometries,Geometry,,1
2032,geometry,Geometry,,645,ee.Geometry.MultiLineString.geometries,Geometry,,1
2033,geometry,Geometry,,646,ee.Geometry.MultiPoint.geometries,Geometry,,1
2034,geometry,Geometry,,647,ee.Geometry.MultiPolygon.geometries,Geometry,,1
2035,geometry,Geometry,,648,ee.Geometry.Point.geometries,Geometry,,1
2036,geometry,Geometry,,649,ee.Geometry.Polygon.geometries,Geometry,,1
2037,geometry,Geometry,,650,ee.Geometry.Rectangle.geometries,Geometry,,1
2038,geometry,Geometry,,651,ee.Geometry.geometries,Geometry,,1
2039,computedobject,ComputedObject,The ComputedObject instance.,652,ee.Date.getInfo,ComputedObject,,1
2040,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",652,ee.Date.getInfo,Function,,0
2041,computedobject,ComputedObject,The ComputedObject instance.,653,ee.Dictionary.getInfo,ComputedObject,,1
2042,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",653,ee.Dictionary.getInfo,Function,,0
2043,feature,Feature,The Feature instance.,654,ee.Feature.getInfo,Feature,,1
2044,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously. If supplied, will be called with the first parameter if successful and the second if unsuccessful.",654,ee.Feature.getInfo,Function,,0
2045,featurecollection,FeatureCollection,The FeatureCollection instance.,655,ee.FeatureCollection.getInfo,FeatureCollection,,1
2046,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously. If supplied, will be called with the first parameter if successful and the second if unsuccessful.",655,ee.FeatureCollection.getInfo,Function,,0
2047,computedobject,ComputedObject,The ComputedObject instance.,656,ee.Geometry.BBox.getInfo,ComputedObject,,1
2048,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",656,ee.Geometry.BBox.getInfo,Function,,0
2049,computedobject,ComputedObject,The ComputedObject instance.,657,ee.Geometry.LineString.getInfo,ComputedObject,,1
